TID,Tweet,Subjects,Action/Phrases,Category
1497415878136135685,"Blue tick deleted but internet remembers. If US gets involved in a conflict over Taiwan, you bet there will be calls for putting Chinese Americans in camps just like what they did to Japanese Americans in WW2.",['US'],"['US', 'calls for putting Chinese Americans in camps']",DE
1497463617767227395,"Kyiv, our splendid, peaceful city, survived another night under attacks by Russian ground forces, missiles. One of them has hit a residential apartment in Kyiv. I demand the world: fully isolate Russia, expel ambassadors, oil embargo, ruin its economy. Stop Russian war criminals!","['Russian', 'war criminals']","['attacks by Russian ground forces, missiles', 'war criminals']",DE
1497479069658664963,"Today, a Russian missile hit an apartment building in #Kyiv. Over the past 2 days, hospitals, kindergartens and orphanages in #Ukrainian cities have been shelled. We demand from the world a decisive response and isolation of Russia for its criminal acts. #StopRussia",['Russia'],"['hospitals, kindergartens and orphanages in #Ukrainian cities have been shelled', 'criminal acts']",DE
1497596698046214150,"Hey you, screaming ""no war!"" - do you know what it is? Angels' Alley - memorial of the killed children of Donbass. In 8 years 102 boys and 50 girls were killed. Killed in the war that the Nazi regime waged against civilians. In Europe. In the 21st century.",['Nazi regime'],"['In 8 years 102 boys and 50 girls were killed', 'the war that the Nazi regime waged against civilians']",DE
1497641917978402823,"When the Palestinians were subjected to the fierce blows of the Israeli occupation, the international community provided only condemnations. Hypocrisy is killing! #UkraineIsNewPalestine",['international community'],"['Hypocrisy', 'killing']",DE
1497830002787864585,"🔴Russia is committing war crimes. Today Russian army shelled a residential building in Bucha, 15 km from Kyiv. #StopPutin #RussiaInvadedUkraine #StopPutin",['Russia'],['committing war crimes'],DE
1497932770319941632,"Every day Putin's bombs are targeting playgrounds, kindergartens and residential buildings. Aggressor has shelled an orphanage in Vorzel (Kyiv reg.), where 50 children were staying, as well as kindergartens in Okhtyrka (Sumy reg.) and in Chernihiv. These are war crimes",['Putin'],"['targeting playgrounds, kindergartens and residential buildings', 'Aggressor has shelled an orphanage in Vorzel (Kyiv reg.), where 50 children were staying, as well as kindergartens', 'war crimes']",DE
1497992704009060352,"Many people in the West love their senseless wars of aggression, they just condemn the military interventions done by official enemies. Courtesy of media brainwashing.","['people in the West', 'media']","['love their senseless wars of aggression', 'condemn the military interventions done by official enemies']",DE
1498243321659109376,"Cut all business ties with Russia. All of them. Making business with Russia today means financing aggression, war crimes, disinformation, cyberattacks and personally the Hitler of the 21st century named Vladimir Putin.","['Russia', 'Vladimir Putin']","['financing aggression', 'war crimes', 'disinformation', 'cyberattacks', 'Hitler of the 21st century']",DE
1498324988843249666,Did you say a single thing when Ukraine was bombing Ukrainians in the Donboss region for eight years? That’s what Russia is ending – the unprovoked racist aggression against eastern Ukraine by the illegitimate government installed by the United States in 2014. Shame on you.,['Ukraine'],"['bombing Ukrainians in the Donboss region', 'racist aggression against eastern Ukraine by the illegitimate government']",DE
1498377692273594373,"In 2018 - 3 years into Yemen war - there were no calls from Guardian for sanctions on Saudi dictatorship to stop its brutal destruction of Yemen. Instead, the paper took regime money to launder the new dictators reputation + present him as progressive. Yemenis are unpeople.",['Guardian'],"['brutal destruction of Yemen', 'took regime money to launder the new dictators reputation', 'present him as progressive']",DE
1498579383971454976,First photos of Kharkiv city center after a recent blast. The horrifying consequences of the Russian terrorist attack. #StopRussia #StopRussianAggression #RussiaInvadedUkraine,['Russian'],['horrifying consequences of the Russian terrorist attack'],DE
1498581719422746626,Over 60 km of Russian tanks and other military techs are heading to Kyiv right now. They want Ukraine's extinction! The world must stop Putin and his genocide of Ukrainian people.,"['Russian', 'Putin']","[""want Ukraine's extinction"", 'genocide of Ukrainian people']",DE
1498659073025351687,"The ""reputable"" Washington Post does not care promoting al-Qaeda terror bosses! Didn't they do exactly just that in the first Afghanistan war against Russia promoting Bin Laden & his Mujahedeen?!",['Washington Post'],"['does not care promoting al-Qaeda terror bosses', 'promoting Bin Laden & his Mujahedeen']",DE
1498689753448947722,"Russian troops fired on the TV tower, near the Memorial complex #BabynYar. Russian criminals do not stop at anything in their barbarism. Russia = barbarian.",[],"['criminals', 'do not stop at anything in their barbarism']",DE
1498746141898248193,The social media giants aren't trying to silence accounts linked to Russian state-affiliated media because they think we're spreading misinformation. They want to silence us because State Dep't war propaganda is easily debunked & they don't want YOU to know that.,"['social media giants', ""State Dep't""]","[""because State Dep't war propaganda is easily debunked & they don't want YOU to know that""]",DE
1498889118624985088,"Only days ago, Chrystia Freeland was denigrating Canadian truckers as Nazis & imposing emergency law to crush their protest movement. But when Russian forces entered her family’s native Ukraine, she reached for the flag of the Nazi-allied UPA. (She’s since deleted this image)","['Chrystia Freeland', 'Canadian truckers']","['denigrating Canadian truckers as Nazis', 'she reached for the flag of the Nazi-allied UPA']",DE
1499126424594178050,"Also a bad sign that Zelensky replaced civilian governor of Odessa with Maxym Marchenko, ex-commander of the far-right Aidar Battalion, subject of an Amnesty war crimes report in 2014. This war is a godsend for ghouls everywhere.",['Maxym Marchenko'],"['ex-commander of the far-right Aidar Battalion', 'subject of an Amnesty war crimes report']",DE
1499417003064504321,"#Vasylivka, Zaporizhzhia region. As a result of the shelling of the town by barbarians, the local hospital was completely destroyed. The Russian occupiers continue to violate international humanitarian law and commit war crimes on peaceful land. #StopRussianAgression",['Russian'],"['As a result of the shelling of the town by barbarians, the local hospital was completely destroyed', 'violate international humanitarian law and commit war crimes']",DE
1500401314186117124,"#Kharkiv. Russian occupants not only destroy residential areas and kill civilians, but also shell markets to deprive people of food and essential products #StandWithUkraine #StopRussianAgression",['Russian occupants'],"['destroy residential areas and kill civilians', 'shell markets to deprive people of food and essential products']",DE
1500548543316123651,"#Irpin. Russian occupants killed the whole family during their evacuation from a city: mother, father and two children. They were not the only victims there today who just wanted to escape the war. Putin is a war criminal. #StandWithUkraine️ #StopRussianAgression","['Russian occupants', 'Putin']","['killed the whole family during their evacuation from a city', 'war criminal']",DE
1501020453657264131,"Europeans were deeply stupid. It was obvious that this would happen the moment the Obama neocons returned to power. They engineered the 2014 coup, and pushing Ukraine into NATO was a little unfinished business for them.","['Europeans', 'Obama neocons']",['stupid'],DE
1501120119338147848,"Russian money is bloody! It helps Russian missiles attack dwelling houses, kindergartens and hospitals in Ukraine and kill civilians! @UnionPay_Intl, stop working with blood money, stop your services in Russia",['Russian'],"['is bloody', 'attack dwelling houses, kindergartens and hospitals in Ukraine', 'kill civilians']",DE
1501674484197208064,"Every Russian has learned about the Siege of Leningrad during World War II. Sadly, history has repeated itself—but now it’s the Russian government cruelly starving Ukrainian cities.",['Russian government'],['cruelly starving Ukrainian cities'],DE
1501935502290665483,Ro Neo-Khanna has gone from a lone opponent of arming neo-Nazis incorporated into the Ukrainian military to their most shameless fauxgressive sales rep on Capitol Hill. No amount of bogus McCarthite innuendo can deflect from his shameless sellout to the Beltway war machine.,['Ro Neo-Khanna'],"['shameless fauxgressive sales rep', 'shameless sellout']",DE
1502370182966259714,"Today, YouTube extended its ban on RT to the entire world. The US government and Silicon Valley are a global censorship machine, dedicated to creating war propaganda, stamping out dissent and erasing memory.","['US government', 'Silicon Valley']","['global censorship machine', 'dedicated to creating war propaganda', 'stamping out dissent and erasing memory']",DE
1502562893463789572,#AirSerbia doubled direct flights to Moscow while🇪🇺airlines stoped flights to #Russia and closed the airspace to 🇷🇺airlines&private jets. #Serbia is the only one in Europe with an open sky to Russia. Making money on🇺🇦blood is unworthy of #EU candidate country #StandWithUkraine,['Serbia'],['Making money on blood'],DE
